837	2.727272727272727
1481	2.727272727272727
1577	2.3076923076923075
1700	2.6666666666666665
1705	2.7142857142857144
1965	2.6363636363636362
2009	2.3846153846153846
2218	2.6363636363636362
2774	2.8333333333333335
2969	2.6923076923076925
3726	2.727272727272727
3782	2.6923076923076925
5068	2.6363636363636362
5682	2.8333333333333335
6006	1.4545454545454546
6521	2.8181818181818183
6784	2.1818181818181817
7130	2.1818181818181817
7180	2.727272727272727
7606	2.3636363636363638
7895	2.727272727272727
8155	2.5454545454545454
8207	1.9090909090909092
8613	2.9166666666666665
11765	2.6363636363636362
12196	2.8181818181818183
12681	2.5833333333333335
13805	1.4166666666666667
